PARTNER_ID,NAME1,PARTNER_TYPE,LAND1,REGIO,ZZSTAT,LOEVM,ZZEID,ERDAT
0001000034,DUVAL & SONS,C,US,MN,02,,207015B8-6219-4C3D-A662-5A15D3A09DE4,2010-07-09
0001000134,HUMMEL FARMS LLC,C,US,KS,02,,E0B72B0B-E477-42DC-A9DE-8FCEB9CEC62A,2024-11-07
0001000273,IVANOV LAND & CATTLE,C,US,SD,02,,2FBB9164-CD37-41C9-B86D-2AA43E03CE92,2019-11-25
0001000045,HOLLOWAY FARMS LLC,C,US,OH,02,,F46BA0C7-AD9F-49E2-8049-ED5875E010ED,2017-11-25
0001000069,HOLLOWAY & SONS,C,US,MN,02,,A7A68BD8-F623-4F44-A337-318C96FC821A,2022-03-05
0001000208,LOCKHART GRAIN CO,C,US,IN,02,,4B4BB8E7-16CE-463C-9E57-EA8A83C26511,2017-04-04
0001000047,QUANDT GRAIN CO,C,CA,ON,02,,2A6C187A-6912-4D82-AE7E-3162E5620534,2022-06-17
0001000131,WINTERS ACRES LTD,C,CA,MB,02,,04EAC314-A7F3-43BD-8C4F-F7954F39094E,2016-01-18
0001000209,BRENNER FARMS LLC,C,US,ND,02,,F402C8D1-F7F0-4DFA-A26B-C52AB0A3DD75,2022-01-14
0001000418,IVERSON D. AG ENTERPRISES,C,US,MN,02,,3FF584F8-AF44-46B9-84C0-173821D7399C,2018-12-25
0001000173,NORDIN FARMS,C,US,WI,02,,D6998EED-C84B-41A6-95AA-85706D83137A,2021-08-11
0001000295,MCALLISTER AGRI PARTNERS,C,BR,PR,02,,0F16490F-3182-487C-BA75-8D36426643ED,2021-03-29
0001000399,HUMMEL A. ACRES LTD,C,US,IL,03,,34CE5342-6A40-4A71-98E8-69980E138C5D,2010-01-22
0001000007,TOLLEFSON FARMS LLC,C,CA,AB,02,,205C90E3-D1FB-41BE-B905-47992A5857A7,2020-04-26
0001000257,ASHWORTH FARMING CO,C,US,MN,02,,99CB3D2D-B0BA-44E3-B553-37A7B66FE0BF,2023-02-09
0001000156,MARSH AGRI PARTNERS,C,CA,ON,02,,81AC85BF-044F-43AF-8647-E1B712842873,2012-05-03
0001000001,IVERSON AGRI PARTNERS,C,US,IN,02,,938AF5BA-8697-4EEC-A26F-7F5376F39FED,2012-01-15
0001000415,HOLLOWAY K. FARMS LLC,C,US,KS,02,,0D47333F-FD62-4DB7-9707-255CECD49A31,2024-08-26
0001000099,BAXTER GRAIN CO,C,CA,AB,02,,F5AA2132-DEFC-4D69-AE3E-2F0A5DB81E79,2010-08-17
0001000197,WINTERS & SONS,C,US,ND,02,,BF2919D1-783B-4902-80AA-8128DCA3FEC0,2010-06-10
0001000108,HARTLEY FARMS,C,US,WI,02,,95EC35B4-9DA3-459D-9A13-0E74BB1DD0D6,2011-04-13
0001000151,BERGSTROM ACRES LTD,C,US,IA,02,,D094ED64-9BDD-4C13-A268-66E3978F6BFC,2012-04-19
0001000076,MCALLISTER & SONS,C,US,IA,02,,FE269A22-D4DE-439D-B632-8E051763512A,2020-05-15
0001000315,LOCKHART & SONS,C,BR,GO,02,,928BDBB4-DD7F-4B0D-A0D5-AB78D551DC6C,2020-07-20
0001000150,JABLONSKI FARMS,C,US,IN,02,,D2435B4A-505A-42A6-868B-16D596403583,2017-12-16
0001000063,HUMMEL LAND & CATTLE,C,CA,AB,02,,591338A1-71A1-47DE-BD8C-08FA8D8E308A,2024-04-26
0001000331,THOMPSON ACRES LTD,P,CA,AB,02,,631DD817-B6E7-4B19-9253-4D7578FF1A32,2017-04-29
0001000256,CALLAHAN AG ENTERPRISES,C,US,KS,02,,EE5629EE-BF60-4B3F-AD2E-6BA5DC22EDF7,2010-06-20
0001000381,EASTMAN FAMILY FARMS INC,C,US,OH,02,X,FA324057-4205-4DFC-AC36-230EDC7FBA86,2014-02-04
0001000080,DELACROIX ACRES LTD,C,US,WI,02,,4F44FA5C-70F1-4221-BDD2-50BF042A6400,2008-04-07
0001000364,VANDERMEER LAND & CATTLE,C,US,KS,01,,E6EDC426-3140-4747-BDCB-1268518ECDB1,2009-05-12
0001000223,LOCKHART AG ENTERPRISES,C,US,KS,02,,98FE07B8-CF30-4408-898D-E51FCB4F1714,2016-03-09
0001000276,HUMMEL GRAIN CO,C,CA,ON,02,,D6BBF7EB-050B-4861-A846-81FC65049095,2023-02-26
0001000372,ALBRECHT AG ENTERPRISES,C,US,IA,02,X,68BAF0B9-592F-4BE1-968B-A07604AC6CF0,2021-06-29
0001000397,CASTELLANO FARMING CO,C,US,WI,02,,6F6ADB6E-DE72-4872-AE74-CA6E8C0815F1,2008-02-15
0001000265,DIETRICH FARMS,C,US,IA,02,,F07477D8-1550-449F-81E6-BAF7E28758E8,2016-06-23
0001000337,DELACROIX FARMING CO,P,US,MO,02,,77F85B8C-ED90-4E7E-87E7-951C584CF53D,2008-01-02
0001000149,FALKNER FARMS LLC,C,CA,SK,02,,6814DD23-2D61-4368-A921-BB26AFC8325E,2017-10-01
0001000421,YODER M. & SONS,C,US,MO,02,,228035E2-B8FE-487D-96F9-5A6A475572B3,2022-12-22
0001000263,YODER ACRES LTD,C,US,IL,02,,1989EA87-145C-40B2-81DD-AF75A4C4CB00,2018-08-29
0001000287,PRESCOTT FARMING CO,C,US,OH,02,,35257305-C071-4DC4-B0A6-57F856E6C97B,2020-07-05
0001000413,REYES P. AGRI PARTNERS,C,US,IL,02,,1CE508D4-3601-43ED-B3E0-FA97E4484EE3,2009-02-08
0001000009,MCALLISTER AG ENTERPRISES,C,US,KS,02,,53C4B91C-6CDF-49A3-AA03-65DFE4568853,2015-09-22
0001000127,WINTERS FARMS LLC,C,US,ND,02,,FFB9E15E-9F00-4E7C-BF6F-91E603510A13,2022-10-03
0001000065,NOVAK FAMILY FARMS INC,C,CA,AB,02,,C5F8FAB7-70B6-487B-B876-6FAE9D6F42BC,2010-09-18
0001000235,IVANOV FAMILY FARMS INC,C,CA,SK,02,,F47C0763-49C3-4BBC-AF0C-3F268085CAAC,2011-06-24
0001000350,KERRIGAN AG ENTERPRISES,P,CA,AB,02,,14BE2400-9F37-494A-AA84-D3A179BF2CE6,2023-06-05
0001000182,ALBRECHT LAND & CATTLE,C,US,MN,02,,BF22A189-2FC8-4CA9-ADC0-C1408FF0CC6A,2021-09-25
0001000285,UNDERHILL LAND & CATTLE,C,CA,MB,02,,677DD853-C17D-44B9-97D7-2022C1E1E0F3,2023-11-03
0001000340,STEINER FARMS,P,US,SD,02,,6812B2FB-F642-4F73-B358-A7E9B34A6F69,2012-03-05
0001000215,FALKNER GRAIN CO,C,US,SD,02,,48CB1EDE-A4C7-4254-BE74-0B491CED6805,2011-12-28
0001000206,UNDERHILL FARMS LLC,C,CA,ON,02,,05477F83-9EA4-4777-A77D-E0AC2970810B,2012-04-09
0001000321,QUANDT & SONS,P,US,NE,02,,62681AA9-273C-4E5A-B9EE-6E368084D5C8,2013-02-16
0001000144,TOLLEFSON LAND & CATTLE,C,CA,MB,02,,D409B15D-60A3-4270-82BC-497342B4746A,2016-02-05
0001000241,DRUMMOND ACRES LTD,C,US,MN,02,,AEDAE46D-ECBC-4CCD-8ADF-910A21C357C5,2016-03-30
0001000329,EASTMAN FARMING CO,P,US,OH,02,,25B2E7F8-C737-4889-BF13-EA8360C54798,2015-08-15
0001000325,EASTMAN LAND & CATTLE,P,US,MN,02,,D85FF0DB-8F3A-4EB9-A5E9-935D253F63FE,2018-07-12
0001000306,QUANDT LAND & CATTLE,C,BR,MT,02,,8AF1FFE6-5773-4634-AEA8-88EC8E2AF561,2016-02-18
0001000398,OBERLIN H. AGRI PARTNERS,C,US,KS,03,,BDD8627C-92D1-4C0E-A680-F673818CF6CA,2015-03-09
0001000116,RASMUSSEN ACRES LTD,C,CA,AB,02,,2503AF61-55F4-4C34-B30F-7238193CF391,2023-06-01
0001000002,OKAFOR GRAIN CO,C,US,NE,02,,BB76A051-EAD1-4F2B-9E48-630C41B71A39,2010-11-03
0001000222,VANDERMEER FARMS,C,US,WI,02,,D1829889-5BFA-4D37-A2B8-E4B8E6C3540E,2013-05-29
0001000098,EASTMAN ACRES LTD,C,US,KS,02,,31E2A7A7-28B7-4167-A6AB-0EADE1FC6397,2024-12-26
0001000004,ASHWORTH & SONS,C,US,ND,02,,F8767113-F85B-495A-83D9-B0ACCB1AFE69,2014-08-08
0001000121,DELACROIX FAMILY FARMS INC,C,US,IL,02,,9DDDF887-7F9E-42AB-8CFE-BE24F7956BD7,2023-11-03
0001000252,YODER FARMING CO,C,CA,ON,02,,92EA0725-5BF6-474C-BC39-925759D753A2,2014-08-03
0001000227,VANDERMEER ACRES LTD,C,US,ND,02,,0BE652B2-52FE-4E25-B916-CB6C1BDBB560,2023-01-19
0001000251,BERGSTROM FARMS,C,US,NE,02,,C279A913-12AA-4482-8CBE-71BCA02217CA,2012-09-13
0001000297,NORDIN FARMS LLC,C,BR,RS,02,,4D4D5431-0068-4D42-B1BF-77D9FAFA0F45,2022-07-09
0001000021,KOWALSKI GRAIN CO,C,US,MN,02,,1F1FBB7F-607A-4BA2-AF73-AD5A9238433C,2024-04-22
0001000086,REYES GRAIN CO,C,US,SD,02,,F3EBD0CD-363E-45F0-8D26-B80B2C9FEFAC,2013-03-25
0001000165,IVERSON FAMILY FARMS INC,C,CA,SK,02,,70D6BADE-EA23-479F-BEE1-91ECC5116F34,2019-02-26
0001000362,NOVAK ACRES LTD,C,US,IN,03,,C72F2293-F859-4DCC-945E-4CE5AA38BC61,2021-01-09
0001000111,THOMPSON AGRI PARTNERS,C,CA,MB,02,,1AF8F72F-2525-4E6A-B68D-E70D9B40DEA6,2021-12-08
0001000168,DRUMMOND AGRI PARTNERS,C,US,MN,02,,6CE9F303-A556-4E74-875F-0A96BE1370E0,2015-02-25
0001000188,OBERLIN FARMING CO,C,US,KS,02,,703DDA9A-8B12-40BB-94A1-3AAFB277651D,2010-10-05
0001000040,YANCEY AGRI PARTNERS,C,US,IA,02,,A7ADB883-F29D-4DD3-8C05-1CB0ABE337AA,2010-10-31
0001000300,BAXTER AG ENTERPRISES,C,BR,RS,02,,21FA8A82-1951-4FE3-BB42-AE2806FCA7F4,2012-05-13
0001000426,IVANOV D. AG ENTERPRISES,C,US,OH,02,,F6689E54-3C10-49A5-BFDC-F0723E9BC9C3,2024-07-27
0001000237,MARSH FAMILY FARMS INC,C,CA,SK,02,,ABEBE3B1-B15A-4FBD-ABD8-B35F5F60DE5A,2016-12-11
0001000283,KERRIGAN FARMS,C,US,IN,02,,8E962BB1-C153-41F4-9D3C-63D75922FBD3,2021-05-12
0001000187,HARTLEY AGRI PARTNERS,C,CA,SK,02,,42E7C9E9-EC70-4D35-AC4F-5CFB89E9430E,2022-03-13
0001000052,BRENNER AGRI PARTNERS,C,US,ND,02,,1BD5E11D-4FB3-49A6-95AE-E51F7A5B0B06,2013-03-13
0001000394,BOUDREAU & SONS,C,US,IA,02,,D44D42D3-D4B2-45CF-A8B0-1C994D332E97,2014-11-13
0001000026,HARTLEY FAMILY FARMS INC,C,US,IL,02,,6F204DF6-5912-43B0-9E12-B62ADB964BC9,2009-08-24
0001000041,KERRIGAN FARMING CO,C,US,SD,02,,C7EF1994-8377-4046-87FD-10FEF7D57345,2013-10-12
0001000170,THOMPSON GRAIN CO,C,US,IN,02,,3DF8E390-1C92-4C27-9C58-4AD3E1817435,2023-07-10
0001000410,YODER S. LAND & CATTLE,C,US,OH,02,,60ED6FF9-84AE-4CF8-935D-2890CCF61942,2024-09-07
0001000409,VANDERMEER N. AG ENTERPRISES,C,US,IN,02,,96984013-2FE5-4D5C-988B-9355449A490A,2009-12-17
0001000395,NOVAK AG ENTERPRISES,C,US,KS,02,,D0EE5F45-C992-487E-8BBF-BF465C0FD1A2,2015-08-29
0001000374,LINDQVIST FAMILY FARMS INC,C,US,IN,02,X,DF4E88BB-8F88-4CA8-9E19-510A27DF351B,2024-06-10
0001000172,CASTELLANO & SONS,C,CA,ON,02,,B5296BC8-1033-4BBD-AB7E-AB3F2B1D11A2,2014-12-31
0001000278,ASHWORTH FARMS LLC,C,US,MN,02,,58F165FA-5878-4D76-8108-AE87F5AEE668,2023-07-22
0001000153,NOVAK FARMS,C,CA,AB,02,,DFA1393A-97CE-4A45-91F8-E4BC03754DBC,2011-05-06
0001000368,STEINER FAMILY FARMS INC,C,CA,SK,01,,68BBA144-B1DC-4644-9A52-8D8718A72203,2016-02-03
0001000311,DIETRICH FARMS LLC,C,BR,GO,02,,35229379-95BB-4442-B84A-555BF6CAE6EE,2024-06-14
0001000319,RASMUSSEN FAMILY FARMS INC,C,BR,RS,02,,B5F4A40F-036C-42DD-89AE-D8191A493C69,2020-01-22
0001000360,BAXTER FARMS LLC,C,US,SD,01,,E36B16CA-7FD6-4309-9306-4425522B04D1,2018-01-07
0001000043,IVERSON FARMING CO,C,US,MO,02,,E33517C5-1B3F-493A-BE78-0B5F1A812B96,2009-05-26
0001000158,LINDQVIST GRAIN CO,C,US,NE,02,,471C9CA8-8F31-43E8-950B-4EBF3A330FDF,2022-09-27
0001000048,RASMUSSEN GRAIN CO,C,CA,AB,02,,FE0AD40D-814C-4B3F-B9C6-6026C27AD3FD,2011-01-01
0001000238,QUANDT ACRES LTD,C,US,MO,02,,5F552B6B-2C8D-4F14-BCB8-FB764E253EF4,2020-12-31
0001000068,YODER AG ENTERPRISES,C,CA,ON,02,,95AAD3C1-9499-4632-A763-B1F97854495D,2011-10-29
0001000122,FALKNER FAMILY FARMS INC,C,CA,ON,02,,7BF6A455-6042-4DB8-BB2E-4A3B705DE409,2019-01-04
0001000124,BOUDREAU FARMS LLC,C,US,IN,02,,9391AE78-43E7-4E3E-BB02-23B817D1FDB5,2012-06-04
0001000245,CRENSHAW FARMING CO,C,US,IN,02,,E7878887-23AE-4F88-A78D-6C8B6CCF9E09,2014-11-18
0001000294,YODER GRAIN CO,C,BR,RS,02,,680CD5B5-1AA4-4631-8E24-E286059E7662,2008-08-10
0001000163,LINDQVIST ACRES LTD,C,CA,AB,02,,8099353E-7D91-4A6E-8156-EE2DFA97CC9B,2019-06-20
0001000106,GIRARD AG ENTERPRISES,C,CA,ON,02,,6B0EF6C4-85C2-4B33-8AD1-9C555756F388,2008-01-22
0001000351,OBERLIN LAND & CATTLE,C,CA,AB,03,,9F24126A-C350-431D-B441-5C8B0D494BFA,2011-12-29
0001000003,BERGSTROM AG ENTERPRISES,C,US,WI,02,,4701C922-BF83-4009-9271-1F70A49F7518,2022-05-28
0001000270,BAXTER AGRI PARTNERS,C,CA,MB,02,,59712AA2-6D8A-43F9-B152-3336D120E9BC,2015-12-10
0001000179,FALKNER ACRES LTD,C,US,WI,02,,DEF87429-9E3D-421C-B8D7-6E909BCE8BDB,2014-10-14
0001000071,EASTMAN AGRI PARTNERS,C,CA,MB,02,,42ABB0F4-CA6C-451C-9E3F-41F7D0248BEF,2022-06-06
0001000288,ZIEGLER ACRES LTD,C,CA,MB,02,,BA431293-FFB8-455F-904A-8D9E9ADD4E96,2010-12-26
0001000370,DUVAL FARMING CO,C,CA,ON,03,,798B6A63-0B2C-451B-8F0A-870465AB28DF,2018-02-04
0001000254,PRESCOTT FARMS LLC,C,US,KS,02,,E885D183-7380-4D93-A063-95BD1327A1CA,2019-10-08
0001000102,MCALLISTER FARMS,C,US,KS,02,,9CC25E28-0459-42EF-95AC-5D60E76425BC,2014-06-28
0001000161,PRESCOTT FARMS,C,US,WI,02,,510EB8B1-390C-4D08-AFFD-B65EFA954191,2018-11-15
0001000171,STEINER AG ENTERPRISES,C,US,NE,02,,9362BF6E-B46B-4CF9-9061-B1BCDBAA0925,2014-02-23
0001000138,PEMBERTON AGRI PARTNERS,C,CA,MB,02,,5A85F342-CD4D-4320-8FD6-A4549034C49F,2012-01-24
0001000094,QUANDT FAMILY FARMS INC,C,US,NE,02,,9AE87AC5-49C1-405F-8F06-9D2C6C507BED,2023-05-28
0001000101,VANDERMEER FAMILY FARMS INC,C,US,NE,02,,349C0C04-6E6D-4CA4-8610-F0CD23BB7CF7,2018-11-15
0001000064,DUVAL FARMS LLC,C,US,WI,02,,F98D4CE3-54C7-40C3-91A9-DE7ADD2B15F9,2024-04-05
0001000214,ALBRECHT & SONS,C,US,WI,02,,7E3680EA-D4BE-4C74-8507-CECD2B06FF9E,2019-04-23
0001000033,ASHWORTH GRAIN CO,C,US,IN,02,,A7228836-33EC-4F69-A98F-91005F411604,2012-01-21
0001000338,FERREIRA LAND & CATTLE,P,CA,ON,02,,4884993D-0AD0-4FFF-81CC-CAFC96870FDA,2008-09-21
0001000344,ASHWORTH FAMILY FARMS INC,P,US,NE,02,,F08DEC8C-9015-45FB-A8A7-3CD5C3B74408,2021-06-25
0001000133,PEMBERTON FARMING CO,C,US,MO,02,,3D35748A-572E-4749-A6E9-007FCA225B90,2020-05-20
0001000018,HARTLEY LAND & CATTLE,C,CA,AB,02,,C9A52D1F-0810-4B96-BF24-F07541962C5D,2016-11-25
0001000231,XIONG FAMILY FARMS INC,C,US,IL,02,,F90B3A30-6D1C-41EE-B87F-A03BADFCF230,2009-05-28
0001000247,STEINER FARMS LLC,C,CA,ON,02,,3726302B-4F4B-4718-9F80-614C59A224E2,2019-10-21
0001000100,HOLLOWAY ACRES LTD,C,US,ND,02,,381F6C2A-4EE7-4870-84CE-BF0C5986373F,2014-08-26
0001000060,BAXTER FARMS,C,CA,MB,02,,56A08B4A-5FB5-482A-8ACB-57308AA73F34,2017-11-03
0001000345,RASMUSSEN FARMING CO,P,US,IA,02,,9F2BB218-10CB-4B05-9173-9169B53CB711,2013-04-23
0001000424,MCALLISTER S. GRAIN CO,C,US,OH,02,,87270EA2-2FBB-4CBF-9963-5776B7937379,2012-03-13
0001000336,IVANOV AGRI PARTNERS,P,US,NE,02,,20CE69A4-184E-4369-968C-9A8AD14B7CB9,2012-01-17
0001000008,HUMMEL FAMILY FARMS INC,C,US,MO,02,,124AE477-E39B-4A71-8656-EE437AC8CD0F,2024-05-11
0001000141,FALKNER AG ENTERPRISES,C,CA,MB,02,,F402BF62-D87F-4A61-B37E-099541B5D40E,2014-11-22
0001000024,MERRIWEATHER AGRI PARTNERS,C,US,IA,02,,B6DF4DC9-6F61-4B21-BF00-30F9CEA1FBCE,2011-12-17
0001000376,LINDQVIST LAND & CATTLE,C,CA,ON,02,X,D15B59E6-FDC0-4748-A066-9F65FF94DE40,2013-04-20
