farmer_id,farmer_name,status,is_test,country_code,enterprise_id,created_at,updated_at
ad-fmr-000150,Jablonski Farms,active,false,USA,d2435b4a-505a-42a6-868b-16d596403583,2025-11-13T15:27:19Z,2026-04-07T06:56:41Z
ad-fmr-000020,Callahan Land & Cattle,active,false,CAN,a6897331-8a77-4f22-bcd5-8f7ba099ad60,2024-11-14T06:12:01Z,2025-04-01T18:54:13Z
ad-fmr-000039,Dietrich Family Farms Inc,active,false,USA,d40f7745-4e3f-49e5-8b10-8835d6a0a433,2026-04-20T11:52:49Z,2026-05-06T13:43:12Z
ad-fmr-000079,Boudreau Agri Partners,active,false,USA,5f6cdb60-3002-41ad-9963-855c7f51e50f,2026-03-02T11:49:35Z,
ad-fmr-000072,Iverson Farms LLC,active,false,USA,3e1030f9-92dc-49ef-bcae-abaf6cf9b48c,2026-03-02T19:31:21Z,2026-03-09T00:38:22Z
ad-fmr-000255,Iverson N. Grain Co,active,true,USA,c60b20e6-03f5-4e51-aa96-1ba444f0999d,2024-11-13T16:07:42Z,2025-08-14T21:54:08Z
ad-fmr-000320,Ivanov D. Ag Enterprises,active,false,USA,f6689e54-3c10-49a5-bfdc-f0723e9bc9c3,2025-11-10T12:06:35Z,2026-02-14T04:49:05Z
ad-fmr-000203,Thompson Farms LLC,active,false,USA,4b71bcc6-e7d3-414c-a75d-754e94e2edf8,2025-01-16T10:44:21Z,
ad-fmr-000118,Ivanov Grain Co,active,false,USA,41966616-f277-4775-9251-b262a94d3aed,2026-01-14T14:59:53Z,
ad-fmr-000058,Lockhart Farming Co,active,false,USA,38bfd412-82ca-43af-bbf6-8328aaf2cf44,2025-09-25T14:31:57Z,2025-12-15T00:47:28Z
ad-fmr-000055,Dietrich Acres Ltd,active,false,USA,f5b94699-a6cb-4f1b-95ce-40201d74a3f2,2025-09-25T11:51:41Z,
ad-fmr-000112,Castellano Ag Enterprises,active,false,USA,235c4824-b624-404e-8c98-20e53c40d4c7,2025-06-11T18:55:35Z,2026-05-17T14:25:52Z
ad-fmr-000017,Jablonski Land & Cattle,active,false,USA,164e5fee-f62f-4901-824b-55a6459ab52c,2026-04-22T15:36:05Z,
ad-fmr-000269,Whitaker N. & Sons,inactive,false,CAN,c1caf83e-1b5d-43e0-82e1-96b897c63ef2,2024-11-11T16:37:36Z,2026-03-13T06:49:58Z
ad-fmr-000308,Yoder F. Land & Cattle,active,false,USA,5f4c65d1-4715-462a-8d83-11df549edd7c,2025-08-04T13:48:45Z,
ad-fmr-000201,Callahan Ag Enterprises,active,false,USA,ee5629ee-bf60-4b3f-ad2e-6ba5dc22edf7,2026-01-15T12:20:28Z,
ad-fmr-000272,Duval L. Ag Enterprises,inactive,false,USA,2104b17d-c7ed-4673-af3b-f54d3774784f,2025-01-14T09:20:57Z,
ad-fmr-000075,Brenner Farming Co,active,false,CAN,13be7d95-4600-4984-a175-2d80230686e3,2024-11-12T16:20:04Z,
ad-fmr-000044,Lockhart Farms LLC,active,false,CAN,63879534-cc46-437e-b783-27911f1e3f5a,2025-09-22T12:12:46Z,2026-03-25T01:18:42Z
ad-fmr-000137,Jablonski & Sons,active,false,USA,af6b6157-8005-4fd9-98e6-68c9e2b41407,2025-03-03T07:30:35Z,2025-12-16T07:40:25Z
ad-fmr-000024,Merriweather Agri Partners,active,false,USA,b6df4dc9-6f61-4b21-bf00-30f9cea1fbce,2026-03-05T13:58:59Z,
ad-fmr-000032,Winters Family Farms Inc,active,false,USA,7ccd317b-dff5-486d-89c2-da1be3c88e5c,2024-10-07T10:51:31Z,2025-02-15T03:00:54Z
ad-fmr-000094,Quandt Family Farms Inc,active,false,USA,9ae87ac5-49c1-405f-8f06-9d2c6c507bed,2026-04-20T14:19:29Z,
ad-fmr-000257,Kerrigan D. Grain Co,inactive,true,CAN,5c8f0777-3c0d-4a38-90ec-8dc65205d3eb,2025-11-11T18:46:53Z,2026-03-26T11:06:09Z
ad-fmr-000291,Underhill D. Acres Ltd,archived,false,USA,7d0d0296-ee4e-44de-a4b2-9560352fc597,2024-11-13T15:06:51Z,2024-12-19T14:23:33Z
ad-fmr-000279,Ivanov H. Grain Co,inactive,false,USA,a0e577c6-239e-44be-a72f-3dc7c0d1aa5b,2025-01-13T17:49:51Z,2026-01-23T17:52:59Z
ad-fmr-000161,Prescott Farms,active,false,USA,510eb8b1-390c-4d08-affd-b65efa954191,2024-10-05T09:40:10Z,
ad-fmr-000264,Ivanov S. Farms LLC,archived,false,USA,dcfe64a8-4fef-4ac2-9ab4-187bd29758ef,2025-04-21T16:38:19Z,2025-07-19T05:18:43Z
ad-fmr-000101,Vandermeer Family Farms Inc,active,false,USA,349c0c04-6e6d-4ca4-8610-f0cd23bb7cf7,2025-11-11T08:03:58Z,2025-12-30T12:27:17Z
ad-fmr-000179,Marsh Acres Ltd,active,false,USA,da02cab4-b83a-4a2f-8f8e-4605bc2a9f04,2025-01-16T15:19:14Z,
ad-fmr-000023,Vandermeer Grain Co,active,false,CAN,fb3b5da0-ebfd-4610-956d-cc7e71ee73e7,2025-01-15T20:00:52Z,2026-01-06T07:08:08Z
ad-fmr-000086,Reyes Grain Co,active,false,USA,f3ebd0cd-363e-45f0-8d26-b80b2c9fefac,2025-09-24T11:22:19Z,
ad-fmr-000249,Duval C. Acres Ltd,active,true,CAN,6dfd5c24-8de6-414d-ab5c-0a945a526834,2025-03-06T07:06:05Z,
ad-fmr-000288,Okafor D. & Sons,archived,false,CAN,75c7e0ef-d5f9-4aba-b1d1-3ee9af8f6689,2025-08-07T11:58:38Z,2026-01-04T15:14:46Z
ad-fmr-000252,Hummel G. Acres Ltd,archived,true,CAN,9b3bd95f-ea7b-4db2-9182-8015a3c8b634,2024-11-13T20:15:44Z,2025-08-12T06:58:07Z
ad-fmr-000096,Bergstrom Farming Co,active,false,USA,bd529115-ef9d-4fae-945e-57fa7809718c,2025-11-12T12:06:32Z,2025-11-20T15:08:58Z
ad-fmr-000318,McAllister S. Grain Co,active,false,USA,87270ea2-2fbb-4cbf-9963-5776b7937379,2026-04-20T09:00:22Z,
ad-fmr-000211,Prescott Grain Co,active,false,CAN,6b31a10a-14ba-4323-accf-60e2c78c12a2,2025-06-10T09:58:14Z,2025-06-26T14:42:40Z
ad-fmr-000215,Baxter Agri Partners,active,false,CAN,59712aa2-6d8a-43f9-b152-3336d120e9bc,2025-08-05T09:06:01Z,2026-03-19T06:23:34Z
ad-fmr-000259,Holloway E. Family Farms Inc,active,true,CAN,2090ac1f-d08b-4407-af92-f5ed3e4b28c6,2026-03-04T19:30:00Z,
ad-fmr-000041,Kerrigan Farming Co,active,false,USA,c7ef1994-8377-4046-87fd-10fef7d57345,2024-11-13T14:49:37Z,
ad-fmr-000167,Marsh Farms LLC,active,false,CAN,9aaf4853-2890-44fa-84f6-97f5c7f2727c,2025-06-11T14:58:02Z,2025-10-27T08:48:19Z
ad-fmr-000125,Castellano Grain Co,active,false,USA,e778449a-2580-4955-af72-f5b1852ba652,2024-11-11T16:18:55Z,2026-03-28T03:24:55Z
ad-fmr-000299,Hummel A. Acres Ltd,inactive,false,USA,34ce5342-6a40-4a71-98e8-69980e138c5d,2025-01-13T12:10:09Z,2025-02-02T22:01:37Z
ad-fmr-000061,Winters Farming Co,active,false,CAN,d6bdfb78-49d7-4052-8d78-666b5b2b92fa,2024-10-08T19:34:16Z,2025-03-01T05:14:33Z
ad-fmr-000225,Duval Land & Cattle,active,false,USA,133db446-02f8-4be9-a31e-6b49d8ab27b2,2025-01-16T09:40:25Z,2025-05-17T14:36:51Z
ad-fmr-000186,Crenshaw & Sons,active,false,CAN,b95f0151-aec6-493d-a8fa-391e5e9e4428,2024-10-06T16:56:35Z,2025-06-19T11:49:19Z
ad-fmr-000122,Falkner Family Farms Inc,active,false,CAN,7bf6a455-6042-4db8-bb2e-4a3b705de409,2025-08-07T18:02:48Z,2026-04-02T02:15:41Z
ad-fmr-000138,Pemberton Agri Partners,active,false,CAN,5a85f342-cd4d-4320-8fd6-a4549034c49f,2025-06-12T20:46:49Z,
ad-fmr-000194,Oberlin Acres Ltd,active,false,USA,ef27fbb2-198a-498e-bf4d-e288547458f2,2026-04-20T20:50:11Z,2026-04-27T13:46:35Z
ad-fmr-000300,Falkner D. Grain Co,inactive,false,CAN,3f3e3b69-f9d6-400a-b755-c6b714e3b03c,2025-08-06T06:06:54Z,2025-10-13T16:55:59Z
ad-fmr-000277,Reyes D. Farms LLC,archived,false,CAN,97414b75-6b30-49d2-b140-69357b35af16,2024-10-06T12:57:42Z,
ad-fmr-000219,Thompson Land & Cattle,active,false,CAN,3b8e6803-a958-4dc3-baa4-0172899ef4fe,2025-04-21T09:31:23Z,
ad-fmr-000033,Ashworth Grain Co,active,false,USA,a7228836-33ec-4f69-a98f-91005f411604,2026-04-22T18:31:45Z,
ad-fmr-000071,Eastman Agri Partners,active,false,CAN,42abb0f4-ca6c-451c-9e3f-41f7d0248bef,2025-06-11T07:11:59Z,2025-12-22T19:36:04Z
ad-fmr-000187,Ziegler & Sons,active,false,USA,fba4ecb6-28a7-479f-b46b-c2ed61f7340f,2025-01-16T19:05:30Z,2026-02-17T21:04:45Z
ad-fmr-000233,Prescott Farming Co,active,false,USA,35257305-c071-4dc4-b0a6-57f856e6c97b,2024-11-11T09:23:28Z,2025-02-25T01:53:50Z
ad-fmr-000244,Merriweather S. Acres Ltd,active,true,USA,5826295b-8ff0-4622-8834-e575859ed39c,2025-08-06T15:13:30Z,2026-02-24T12:11:52Z
ad-fmr-000285,Callahan H. Grain Co,inactive,false,CAN,1c240eac-d1ae-425a-a054-e27f3198b490,2025-11-11T10:59:32Z,2025-12-13T00:45:11Z
ad-fmr-000063,Hummel Land & Cattle,active,false,CAN,591338a1-71a1-47de-bd8c-08fa8d8e308a,2026-04-22T14:07:10Z,2026-05-20T03:53:59Z
ad-fmr-000205,Steiner & Sons,active,false,CAN,01320d68-a241-4de6-ae09-0941f6897a3c,2024-10-08T09:42:00Z,2026-05-08T01:09:18Z
ad-fmr-000048,Rasmussen Grain Co,active,false,CAN,fe0ad40d-814c-4b3f-b9c6-6026c27ad3fd,2025-06-12T16:50:11Z,
ad-fmr-000200,Boudreau Ag Enterprises,active,false,USA,ab9f1af1-5dc4-47af-9673-4180201f4728,2026-03-02T08:37:16Z,2026-06-11T19:22:58Z
ad-fmr-000245,Steiner M. Acres Ltd,active,true,CAN,f83d4c7d-9f3a-47de-af98-79a8ce7da58e,2025-06-12T12:40:31Z,2026-05-04T23:26:03Z
ad-fmr-000242,Vandermeer E. & Sons,active,true,USA,05257414-4f1e-4b90-989e-2a597a6eef88,2026-04-23T13:31:27Z,2026-06-29T16:50:31Z
ad-fmr-000132,Pemberton Grain Co,active,false,USA,544c374f-1fbf-4b0d-ada0-3f904353abdc,2026-03-02T12:50:58Z,
ad-fmr-000265,Winters P. Ag Enterprises,archived,false,USA,74b0f65b-c606-4f44-a225-ccfdb3c6703a,2025-08-07T13:06:19Z,2025-12-17T11:04:44Z
ad-fmr-000141,Falkner Ag Enterprises,active,false,CAN,f402bf62-d87f-4a61-b37e-099541b5d40e,2025-04-21T17:10:28Z,
ad-fmr-000067,Ferreira Family Farms Inc,active,false,USA,e81685ba-19ee-439e-a43d-f695c54124ce,2025-11-10T19:01:37Z,2026-05-15T22:10:18Z
ad-fmr-000078,Kerrigan Acres Ltd,active,false,USA,b055b9a5-8425-4cb3-8270-5fed5f7a760f,2025-08-05T19:43:42Z,2026-04-21T00:38:46Z
ad-fmr-000043,Iverson Farming Co,active,false,USA,e33517c5-1b3f-493a-be78-0b5f1a812b96,2025-08-04T08:25:45Z,2025-11-23T11:00:17Z
ad-fmr-000182,Hartley Farms LLC,active,false,CAN,be1282c8-1b69-44f6-96a4-1823dcf2fd0c,2025-06-09T08:03:09Z,2026-06-14T21:42:25Z
ad-fmr-000309,Vandermeer N. Ag Enterprises,active,false,USA,96984013-2fe5-4d5c-988b-9355449a490a,2026-03-04T16:58:38Z,
ad-fmr-000188,Okafor Agri Partners,active,false,USA,c147af93-1f08-4409-a28f-d8a42137c2d3,2024-10-06T10:59:44Z,2025-12-09T04:02:54Z
ad-fmr-000292,Eastman F. Grain Co,inactive,false,CAN,7dacdef3-0160-4a1e-a1ae-7e537f977e7d,2024-11-13T11:21:18Z,
ad-fmr-000224,Callahan Grain Co,active,false,USA,70ccf9df-b757-45af-93a1-8de8aeab756b,2025-06-11T11:10:49Z,2026-04-17T01:05:57Z
ad-fmr-000175,Boudreau Acres Ltd,active,false,USA,930ab477-b245-4feb-b700-dfeddcf3b892,2025-09-22T14:29:20Z,
ad-fmr-000040,Yancey Agri Partners,active,false,USA,a7adb883-f29d-4dd3-8c05-1cb0abe337aa,2025-08-07T11:51:49Z,
ad-fmr-000153,Novak Farms,active,false,CAN,dfa1393a-97ce-4a45-91f8-e4bc03754dbc,2025-04-22T18:06:13Z,
ad-fmr-000315,McAllister B. Acres Ltd,active,false,USA,b020f53c-7875-422f-b138-f26037ff1492,2026-03-04T13:44:55Z,2026-03-30T02:25:59Z
ad-fmr-000253,Dietrich T. Ag Enterprises,active,true,USA,aeeb467c-607d-4952-ace3-1a7da682da25,2024-11-12T11:09:08Z,2025-08-19T02:45:44Z
ad-fmr-000236,Brenner Acres Ltd,active,false,USA,2c0a9160-8edc-4a2f-af91-13e05c838f06,2025-01-14T12:28:33Z,2025-04-03T12:31:44Z
ad-fmr-000013,Jablonski Acres Ltd,active,false,CAN,470bb1be-1d2e-445f-9e98-52d3817a8c1d,2025-03-04T13:12:03Z,
ad-fmr-000155,Nordin Agri Partners,active,false,CAN,00084dba-936e-4a99-8566-a1c66f7969e8,2026-04-22T10:09:23Z,2026-05-18T07:51:40Z
ad-fmr-000206,Xiong Farming Co,active,false,USA,46cd5237-3466-441a-8629-52d362af99cd,2025-06-09T11:47:04Z,
ad-fmr-000218,Ivanov Land & Cattle,active,false,USA,2fbb9164-cd37-41c9-b86d-2aa43e03ce92,2026-04-22T17:18:41Z,2026-06-10T14:46:06Z
ad-fmr-000169,Jablonski Agri Partners,active,false,USA,79133b98-1370-4c9b-9cf2-cc7ea92d89f3,2025-01-14T20:56:19Z,
ad-fmr-000062,Reyes Farms,active,false,CAN,ba7b33e9-5e3b-4e16-b2c4-cc9495326fa3,2026-01-15T08:25:46Z,2026-05-10T07:47:58Z
ad-fmr-000209,Jablonski Farming Co,active,false,USA,9f74b498-eb6d-4292-81a4-136cfd8be95f,2025-09-25T15:16:09Z,
ad-fmr-000056,Castellano Family Farms Inc,active,false,USA,6b92b369-65a0-4a48-a291-9a665c98b00f,2024-10-07T12:18:41Z,
ad-fmr-000156,Marsh Agri Partners,active,false,CAN,81ac85bf-044f-43af-8647-e1b712842873,2025-06-10T10:16:32Z,2025-10-18T22:52:13Z
ad-fmr-000250,Hartley D. Land & Cattle,active,true,CAN,2320c631-d162-499d-a93b-0d668dcf2cea,2025-03-06T09:57:59Z,2025-05-06T00:17:01Z
ad-fmr-000166,Castellano Agri Partners,active,false,CAN,0369f5c3-5146-4409-b780-5065c74d65fd,2025-04-23T06:52:50Z,2026-06-04T14:24:36Z
ad-fmr-000099,Baxter Grain Co,active,false,CAN,f5aa2132-defc-4d69-ae3e-2f0a5db81e79,2025-08-05T09:44:57Z,2026-02-22T05:28:14Z
ad-fmr-000229,Callahan Agri Partners,active,false,USA,9441c623-b23e-4d33-957d-6c9275ed99a8,2025-01-16T07:23:25Z,2025-12-24T08:47:44Z
ad-fmr-000319,Dietrich S. Family Farms Inc,active,false,USA,71ef3852-0d77-410f-9ec5-eac4719c18e7,2025-04-22T07:24:32Z,
ad-fmr-000001,Iverson Agri Partners,active,false,USA,938af5ba-8697-4eec-a26f-7f5376f39fed,2026-04-22T18:31:42Z,2026-05-28T11:37:35Z
ad-fmr-000282,Lindqvist A. Family Farms Inc,inactive,false,USA,ddb2e485-09a1-4872-9b21-246602d4df2d,2025-01-15T11:35:13Z,
ad-fmr-000195,Boudreau Grain Co,active,false,USA,c692983b-42aa-4de8-a44e-ea5d8b39beb2,2025-08-07T11:33:04Z,2026-06-23T01:04:08Z
ad-fmr-000196,Ivanov Farming Co,active,false,CAN,73bf2885-49f6-4c59-bafd-bbe279c29e2c,2026-01-15T14:11:13Z,2026-01-24T01:04:17Z
ad-fmr-000133,Pemberton Farming Co,active,false,USA,3d35748a-572e-4749-a6e9-007fca225b90,2026-03-04T18:54:22Z,
ad-fmr-000294,Crenshaw P. Farms LLC,archived,false,USA,1173c0c2-f528-4c5e-9be6-d0549a6bbe35,2025-04-22T07:34:35Z,2026-02-16T05:26:47Z
ad-fmr-000301,Eastman D. Farming Co,inactive,false,USA,093d4c87-f4eb-4e26-aa9c-0dda8327d872,2025-08-06T12:02:59Z,
ad-fmr-000111,Thompson Agri Partners,active,false,CAN,1af8f72f-2525-4e6a-b68d-e70d9b40dea6,2025-06-11T17:15:00Z,2025-11-28T17:44:30Z
ad-fmr-000066,Steiner Agri Partners,active,false,USA,ff6e045e-3ec5-4824-84de-5fbd4ce03b98,2026-01-14T14:31:12Z,
ad-fmr-000303,Boudreau M. Farming Co,active,false,CAN,72f9104b-3e10-4c49-bcfb-8ae3c6d4affe,2025-01-13T20:28:59Z,2026-05-01T06:07:27Z
ad-fmr-000005,Underhill Farming Co,active,false,CAN,6e9dfd72-0ed7-4457-b313-29259bbf1dcf,2026-04-22T11:14:50Z,2026-06-04T03:10:04Z
ad-fmr-000077,Whitaker Grain Co,active,false,USA,0ff05525-4b28-4701-af42-583e628b99fe,2025-08-05T11:48:24Z,2025-10-30T22:16:42Z
ad-fmr-000202,Ashworth Farming Co,active,false,USA,99cb3d2d-b0ba-44e3-b553-37a7b66fe0bf,2026-04-23T12:15:19Z,
ad-fmr-000154,Novak Farms LLC,active,false,CAN,754e4bca-c9c7-4828-90fa-a3ed8c6a48fd,2025-03-05T09:17:37Z,2025-07-20T23:03:07Z
ad-fmr-000074,Merriweather Ag Enterprises,active,false,CAN,8c847d5d-a73b-417a-95bb-3b9a251a3475,2025-06-10T11:23:20Z,2025-09-12T03:06:56Z
ad-fmr-000178,Ashworth Acres Ltd,active,false,USA,a2bb5089-63ba-455b-b62c-1909c87e9537,2025-01-15T11:37:51Z,
ad-fmr-000147,Novak Grain Co,active,false,USA,7b04e976-a335-4639-a357-b49bf2f3b755,2025-09-24T11:57:43Z,
ad-fmr-000037,Prescott & Sons,active,false,USA,c3bdd3c6-355b-454b-9962-2e0685d8e4b7,2025-11-10T18:00:10Z,2026-01-21T13:26:46Z
ad-fmr-000180,Ziegler Ag Enterprises,active,false,USA,38653a4a-435c-43b8-9030-f77d655e421a,2025-09-24T17:28:07Z,2025-10-16T22:46:21Z
ad-fmr-000100,Holloway Acres Ltd,active,false,USA,381f6c2a-4ee7-4870-84ce-bf0c5986373f,2025-04-23T07:54:44Z,2026-06-27T15:00:11Z
ad-fmr-000158,Lindqvist Grain Co,active,false,USA,471c9ca8-8f31-43e8-950b-4ebf3a330fdf,2025-03-03T15:27:42Z,
ad-fmr-000082,Lockhart Land & Cattle,active,false,USA,b3cb542c-09d3-47ac-8b19-6a32b60b4595,2025-11-13T10:40:13Z,
ad-fmr-000172,Castellano & Sons,active,false,CAN,b5296bc8-1033-4bbd-ab7e-ab3f2b1d11a2,2025-11-11T16:48:52Z,
ad-fmr-000068,Yoder Ag Enterprises,active,false,CAN,95aad3c1-9499-4632-a763-b1f97854495d,2026-01-15T09:48:49Z,2026-02-12T19:48:40Z
ad-fmr-000002,Okafor Grain Co,active,false,USA,bb76a051-ead1-4f2b-9e48-630c41b71a39,2025-01-13T14:51:11Z,
ad-fmr-000060,Baxter Farms,active,false,CAN,56a08b4a-5fb5-482a-8acb-57308aa73f34,2025-11-12T10:35:45Z,2026-03-12T12:02:03Z
ad-fmr-000124,Boudreau Farms LLC,active,false,USA,9391ae78-43e7-4e3e-bb02-23b817d1fdb5,2025-08-07T14:24:52Z,2026-06-01T09:48:39Z
ad-fmr-000053,Tollefson Ag Enterprises,active,false,USA,316a238d-e396-49ac-b8ba-29725a44e704,2025-04-23T06:56:25Z,2025-12-09T00:51:27Z
ad-fmr-000142,Dietrich Ag Enterprises,active,false,USA,f516710f-f608-4ab7-9c24-e1d714884619,2025-11-11T09:42:35Z,2026-04-02T12:45:24Z
ad-fmr-000267,Delacroix M. Family Farms Inc,inactive,false,USA,b63a5243-bc0b-4b90-a65b-6708d566c213,2025-04-23T10:10:42Z,
ad-fmr-000109,Pemberton & Sons,active,false,USA,4baa4094-3f82-42b2-87f5-d5ecaad8ac7d,2024-11-12T17:08:26Z,2025-04-14T06:29:17Z
ad-fmr-000312,Lindqvist B. Agri Partners,active,false,USA,769c0197-044f-4546-8ad9-042aaf1018ac,2025-01-14T16:17:32Z,
ad-fmr-000076,McAllister & Sons,active,false,USA,fe269a22-d4de-439d-b632-8e051763512a,2025-08-07T18:18:09Z,
ad-fmr-000085,Kowalski Acres Ltd,active,false,USA,89deb29f-21ed-413c-a48c-cfd7d304f113,2026-03-03T10:14:51Z,
ad-fmr-000050,Baxter Farming Co,active,false,USA,0fdf5e55-4b0d-4bd6-9d5b-a90757264a4a,2026-04-23T07:37:20Z,
ad-fmr-000231,Underhill Land & Cattle,active,false,CAN,677dd853-c17d-44b9-97d7-2022c1e1e0f3,2025-03-05T12:23:42Z,2025-04-07T04:43:56Z
ad-fmr-000152,Hummel Farming Co,active,false,CAN,0649517a-c8ec-490b-b0bc-0ec0ce913801,2025-03-06T17:23:33Z,
ad-fmr-000190,Steiner Farming Co,active,false,USA,b7b801aa-3f95-4ae7-bf6d-55ddf4a448a2,2024-10-07T06:41:00Z,2025-06-15T15:29:51Z
ad-fmr-000031,Reyes Acres Ltd,active,false,CAN,32675835-af8e-4fa1-9ec2-74003396cdd5,2024-10-06T14:49:39Z,2025-02-28T08:05:50Z
ad-fmr-000018,Hartley Land & Cattle,active,false,CAN,c9a52d1f-0810-4b96-bf24-f07541962c5d,2026-01-13T16:45:35Z,
ad-fmr-000222,Lindqvist Farms,active,false,USA,7ade76c5-79ad-4997-af2b-27355b951ae5,2026-01-12T06:38:34Z,2026-06-11T10:06:50Z
ad-fmr-000065,Novak Family Farms Inc,active,false,CAN,c5f8fab7-70b6-487b-b876-6fae9d6f42bc,2026-03-03T19:05:38Z,2026-04-16T18:22:46Z
ad-fmr-000177,Rasmussen Agri Partners,active,false,CAN,92bf5414-e045-4809-8c3d-9bb70ca7a99b,2025-11-12T11:33:59Z,2026-06-29T07:20:34Z
ad-fmr-000248,Brenner A. Grain Co,active,true,USA,c92b9379-387a-4b6d-af58-95ab96630d17,2025-04-24T14:45:04Z,2025-09-12T08:21:38Z
ad-fmr-000103,Callahan & Sons,active,false,USA,19b65698-ea51-465e-a564-91dd48c5418c,2024-10-05T14:01:22Z,
ad-fmr-000144,Tollefson Land & Cattle,active,false,CAN,d409b15d-60a3-4270-82bc-497342b4746a,2025-03-03T07:18:29Z,2025-06-01T16:10:14Z
ad-fmr-000164,Hartley Farming Co,active,false,USA,007c5c30-9fbb-4c87-a548-a368ec15bc7c,2025-04-22T09:07:22Z,
ad-fmr-000025,Rasmussen & Sons,active,false,USA,d6fe504a-f4ea-473d-9c7f-3aa03e99babe,2026-03-05T14:39:30Z,2026-03-24T02:41:50Z
ad-fmr-000016,Novak Farming Co,active,false,USA,c71ec23c-443e-49f5-9550-4a05b7f867ed,2025-06-09T19:59:33Z,
ad-fmr-000030,Drummond Farms,active,false,USA,31db76ad-6c13-4e00-869b-ca96d97d95eb,2025-08-06T20:28:47Z,2026-04-17T05:25:43Z
ad-fmr-000073,Merriweather Acres Ltd,active,false,USA,d92b824b-ac35-429a-8cee-1ddaa33df2d3,2025-04-24T12:48:37Z,2025-12-24T02:36:35Z
ad-fmr-000235,Ziegler Family Farms Inc,active,false,CAN,a6c5b2c8-c6d6-4976-aa1b-d27d59f124a1,2025-01-13T11:53:51Z,2025-08-11T07:22:31Z
ad-fmr-000097,Oberlin Agri Partners,active,false,USA,d845b44c-fed5-4e9c-97fc-7e216de34171,2026-01-13T16:54:07Z,
ad-fmr-000290,Boudreau C. Agri Partners,inactive,false,USA,f2212c80-cb02-4851-83a8-225de9e3ee75,2025-01-16T13:04:38Z,
ad-fmr-000197,Quandt Farming Co,active,false,USA,da39846b-3847-4899-ae29-dc6ae96d4ab2,2025-01-16T17:37:42Z,2026-06-21T07:00:17Z
ad-fmr-000140,Yoder Family Farms Inc,active,false,USA,fb06b962-ab5d-43eb-a92d-227587402ee3,2024-11-13T17:38:30Z,2025-05-24T22:27:21Z
ad-fmr-000214,Xiong Land & Cattle,active,false,USA,8f1dc534-bf41-4c25-aa6e-7887889f672b,2024-10-08T12:02:41Z,
ad-fmr-000126,Nordin Land & Cattle,active,false,USA,c5b64793-66e2-4bbc-a777-fdcbacd95178,2026-04-20T16:41:35Z,2026-05-10T05:47:18Z
ad-fmr-000237,Hummel Farms,active,false,CAN,5af53af6-670e-4c4a-83a1-f24c24847036,2024-11-12T09:23:33Z,
ad-fmr-000191,Brenner & Sons,active,false,CAN,53d8ddbc-5620-4bde-9c58-80f88452bb2b,2026-04-22T09:24:40Z,2026-05-28T09:59:47Z
ad-fmr-000261,Underhill H. Ag Enterprises,active,true,USA,712dd040-a9cf-44d4-8b5f-46420c76fbfb,2025-08-04T14:54:39Z,
ad-fmr-000173,Nordin Farms,active,false,USA,d6998eed-c84b-41a6-95aa-85706d83137a,2025-01-13T16:41:54Z,2025-02-24T09:15:10Z
ad-fmr-000163,Lindqvist Acres Ltd,active,false,CAN,8099353e-7d91-4a6e-8156-ee2dfa97cc9b,2025-04-22T08:58:44Z,
ad-fmr-000034,Duval & Sons,active,false,USA,207015b8-6219-4c3d-a662-5a15d3a09de4,2025-06-10T09:59:37Z,2025-08-06T08:37:20Z
