PARTNER_ID,NAME1,PARTNER_TYPE,LAND1,REGIO,ZZSTAT,LOEVM,ZZEID,ERDAT
0001000240,REYES ACRES LTD,C,CA,SK,02,,e983ba1d-d3aa-41e9-8457-f75cd633a007,2016-01-16
0001000180,CASTELLANO FARMS LLC,C,US,SD,02,,af03a1b6-a435-4725-9451-deb26dc4c11b,2015-07-01
0001000319,MARSH FARMS,C,US,IL,02,,5732e5b5-3c6c-4bea-8b53-4606042cd873,2019-12-22
0001000437,NORDIN B. FARMS,C,US,MO,02,,eb7454d0-80b9-46b3-8133-2ad02506d11b,2017-09-16
0001000145,WHITAKER FARMING CO,C,US,IN,02,,5f1e0e2e-9d4e-4aaa-84ef-ee6303ec61d9,2015-12-24
0001000347,WINTERS & SONS,C,BR,MT,02,,0371989b-6daa-4996-afaa-7389ce3cd735,2023-09-15
0001000095,DIETRICH GRAIN CO,C,US,IL,02,,19c3b869-8421-46c9-b981-4e8c17c25aa3,2012-12-12
0001000265,FERREIRA & SONS,C,CA,AB,02,,d07a787d-561b-47c0-a7ce-7c2bac9c112d,2023-03-21
0001000100,DELACROIX AGRI PARTNERS,C,US,NE,02,,54d0a098-dbef-4d3b-86f2-3ceca4cf66d3,2012-10-30
0001000363,LOCKHART LAND & CATTLE,P,US,ND,02,,e5275166-b091-4930-9060-86ba1e1a0318,2017-12-17
0001000412,IVANOV C. & SONS,C,US,MO,02,X,2f4b9705-f55d-4e9c-babf-07575693c2bd,2015-12-24
0001000280,DUVAL FARMS,C,US,MN,02,,d5f419bd-a137-4099-af95-b8ecfb355946,2023-03-07
0001000225,CASTELLANO AGRI PARTNERS,C,US,MN,02,,212767ad-ea88-4deb-9374-a7d5a9f9a88c,2011-05-09
0001000372,STEINER AGRI PARTNERS,P,CA,AB,02,,f35e92bc-b128-4637-abcf-80ef190202a2,2023-10-05
0001000023,KOWALSKI FARMING CO,C,US,IN,02,,544ba1f2-f269-4d84-9ce6-dac9cb4e7900,2009-07-04
0001000337,BERGSTROM FAMILY FARMS INC,C,BR,MT,02,,a2a55760-493e-4eb5-ad77-4c84111d5c46,2019-01-25
0001000108,DIETRICH FAMILY FARMS INC,C,US,IL,02,,703161fa-80af-4e5e-8d49-402f5b080844,2012-08-02
0001000286,OKAFOR FARMS,C,US,MN,02,,c521759d-f8cf-4aa3-85c3-1f0b66ba8f93,2023-10-08
0001000441,JABLONSKI L. FARMS LLC,C,US,ND,02,,874892c8-65de-47f1-9249-e46b427d2acb,2021-03-01
0001000338,WINTERS FAMILY FARMS INC,C,BR,PR,02,,04a0a701-2a43-4b61-8d9a-6d77b231812b,2013-10-29
0001000110,KOWALSKI ACRES LTD,C,CA,SK,02,,a5a1e05f-133e-4711-83ab-eff0f6f21cf9,2023-06-10
0001000310,IVANOV ACRES LTD,C,CA,MB,02,,6a9bf320-7691-493b-b464-90613085161a,2010-11-21
0001000069,VANDERMEER LAND & CATTLE,C,US,NE,02,,951d007a-9451-4568-b42c-114c0673be6d,2016-12-24
0001000250,FERREIRA AGRI PARTNERS,C,US,MN,02,,78c74163-22c5-49c8-8bfc-0dddbd47dc74,2022-02-03
0001000060,VANDERMEER AGRI PARTNERS,C,CA,SK,02,,141525f7-38ce-4724-9617-064209f6a460,2010-08-04
0001000015,FALKNER FAMILY FARMS INC,C,US,SD,02,,ffc46616-328f-40cd-979b-21564d880404,2023-06-19
0001000012,BOUDREAU FAMILY FARMS INC,C,US,NE,02,,2d3f9fbf-84d0-4003-8e9a-8a52b00cd50e,2019-03-12
0001000186,PEMBERTON FARMS LLC,C,CA,AB,02,,6453183c-235c-4bb6-98e0-5e540990ca9c,2014-09-18
0001000253,OBERLIN FAMILY FARMS INC,C,US,WI,02,,ab3da8b2-5ada-4b96-8c88-f1471bab026b,2014-04-28
0001000086,DIETRICH ACRES LTD,C,CA,SK,02,,f1a743f2-3ddb-4bd5-a4e6-9f7a99bc96f6,2010-09-24
0001000311,HUMMEL LAND & CATTLE,C,US,IA,02,,5a58ac7a-5f58-442b-8892-6c2f35338c3a,2020-09-19
0001000350,VANDERMEER ACRES LTD,C,BR,MT,02,,a2b1d1d9-ef69-42f4-81f0-c17e7bda374c,2014-03-11
0001000140,ALBRECHT LAND & CATTLE,C,US,IA,02,,ba2e606e-8c09-4a55-a2f7-b07d980f7166,2019-09-15
0001000382,REYES FAMILY FARMS INC,P,US,MN,02,,53ce705d-7b0c-4583-a7bc-bf9d6b2394ca,2010-08-27
0001000059,NOVAK GRAIN CO,C,CA,MB,02,,ef4da80d-c02f-45b9-a653-71fc77ce0708,2015-08-07
0001000235,HARTLEY FAMILY FARMS INC,C,US,WI,02,,50762963-0523-4203-a1b8-b217107b07a2,2009-09-15
0001000238,GIRARD AG ENTERPRISES,C,US,MO,02,,f87e9622-4c11-4233-8797-9c8a5c85abc5,2010-08-25
0001000050,YANCEY FARMS,C,US,SD,02,,c13911ec-a216-4afc-a8ac-5c20db61e10e,2014-08-19
0001000112,REYES AG ENTERPRISES,C,US,OH,02,,1dcffb45-689c-4bc2-a0b5-e908b385f7d5,2012-03-05
0001000309,BRENNER AG ENTERPRISES,C,US,NE,02,,17a08aba-adcf-485c-bfc4-a91c0df2f752,2016-02-02
0001000121,BERGSTROM FARMING CO,C,CA,SK,02,,8fb2153c-428d-422e-bed6-18eb073cb1be,2009-02-19
0001000223,JABLONSKI AGRI PARTNERS,C,US,IN,02,,6b538c02-cb1c-4329-93db-cda0bf9a3b80,2023-10-02
0001000020,CRENSHAW AG ENTERPRISES,C,US,IA,02,,ba4a0ea9-4e12-4b3f-b765-6ee6e144fe36,2011-11-23
0001000066,ZIEGLER FARMING CO,C,US,ND,02,,28552231-aa3e-4f95-aace-f12f2dce033d,2023-06-14
0001000403,JABLONSKI FARMING CO,C,US,OH,01,,73bb3ab6-dbb0-48c4-b248-05c33ac98d69,2022-01-13
0001000299,HUMMEL FARMS,C,US,IA,02,,ca4ffcb8-b36e-4349-942a-b4d027b1cb0f,2015-02-17
0001000088,LINDQVIST FARMS LLC,C,US,KS,02,,8c0047a4-6fec-4db1-ba10-e3fc2b7076e6,2015-06-26
0001000364,NOVAK FARMING CO,P,US,WI,02,,d5174745-a000-4c5e-aa79-dc4979e8ad5c,2009-08-11
0001000424,EASTMAN J. LAND & CATTLE,C,CA,AB,02,,23202a02-2279-4d2c-b843-96687c6a159c,2013-07-20
0001000143,HARTLEY ACRES LTD,C,CA,SK,02,,8546aaba-5a77-4dbc-8da8-5f87e5fe989f,2015-04-24
0001000166,GIRARD FARMS,C,US,WI,02,,53dc5777-5d05-4c1d-ae5a-102516382bd7,2014-05-04
0001000041,REYES & SONS,C,US,KS,02,,2a5a522c-1a4c-4586-8ad1-7bed759fd17c,2011-08-23
0001000013,IVANOV FAMILY FARMS INC,C,US,ND,02,,94a10fad-9815-4ae3-a980-6d8f6c0b0715,2024-08-11
0001000018,WHITAKER & SONS,C,US,IL,02,,c19e8d69-82c4-4440-93f2-4fbeb75f2e7c,2022-11-28
0001000249,THOMPSON AGRI PARTNERS,C,US,IA,02,,b9abc0d1-82bf-4bbf-9683-f89d7a9575a4,2015-02-07
0001000115,DELACROIX & SONS,C,CA,MB,02,,6c662fa7-7522-4fbc-a199-16f5032602b3,2013-12-03
0001000334,YANCEY FARMING CO,C,BR,PR,02,,c47df6b7-c0e2-438e-b089-5dad52971908,2017-03-21
0001000147,MARSH GRAIN CO,C,US,MO,02,,b719b80a-bd49-4ee5-ac11-423abdac34f6,2014-04-08
0001000398,WINTERS FARMING CO,C,CA,ON,01,,5e0b9919-ee05-4982-a40d-380481710222,2015-09-04
0001000274,MERRIWEATHER GRAIN CO,C,US,NE,02,,6ac6f205-a514-4109-9707-5f9ae1ac9e7e,2017-09-24
0001000351,EASTMAN ACRES LTD,C,BR,RS,02,,3f4cb65b-431f-4032-9545-6c5bfc1b23f3,2022-02-10
0001000051,KERRIGAN & SONS,C,CA,SK,02,,ca54a051-7edc-4181-9daf-d34c97736791,2021-01-07
0001000256,YODER LAND & CATTLE,C,CA,SK,02,,206898ff-8142-429b-a92d-ecebe7276898,2015-02-13
0001000123,DUVAL ACRES LTD,C,CA,SK,02,,8d52f2a8-eda7-4e3a-9296-bb43bc9f461c,2008-07-09
0001000216,REYES AGRI PARTNERS,C,US,OH,02,,9d0b8efb-5f4b-4137-a202-20bfbc17e8d2,2014-07-05
0001000191,CASTELLANO LAND & CATTLE,C,US,OH,02,,0c206f30-d1c2-4c93-8523-72742066655a,2015-10-27
0001000268,PRESCOTT FAMILY FARMS INC,C,US,WI,02,,8fbe13da-e80f-4391-a9be-edf534edd2c1,2020-10-23
0001000205,WINTERS AG ENTERPRISES,C,US,SD,02,,21c21b2f-5c58-4e4d-850e-a6db37fa6639,2018-11-28
0001000245,OBERLIN AGRI PARTNERS,C,US,NE,02,,b05564ef-6a84-451e-af65-1042a5d7ab0e,2021-10-03
0001000141,LOCKHART FARMING CO,C,CA,MB,02,,cf634edd-bb1f-4f29-8de0-bee56f0403f2,2018-03-11
0001000359,LINDQVIST & SONS,P,US,MN,02,,cfe228f8-e80a-402f-8c07-79c5450aacdf,2012-09-28
0001000343,NORDIN & SONS,C,BR,RS,02,,7e45bfdb-25c9-423e-bbbf-d872c5f3b988,2021-03-14
0001000113,DUVAL FARMS LLC,C,CA,ON,02,,fe9c2d6a-8460-48bf-b060-42de50b5e6b1,2011-08-25
0001000230,REYES LAND & CATTLE,C,US,OH,02,,db211cc8-6542-470a-9778-12cdbb02b0fc,2009-04-09
0001000017,PEMBERTON ACRES LTD,C,US,IN,02,,a5006798-db03-4431-84e5-e0b441de2e11,2011-01-05
0001000165,STEINER AG ENTERPRISES,C,US,KS,02,,ea21817b-b489-4303-ad0b-87867ae40dc4,2022-03-15
0001000081,HARTLEY FARMS LLC,C,US,IL,02,,ad09e104-b745-4e4f-aadb-99c228f33db4,2022-12-10
0001000302,OKAFOR FARMS LLC,C,CA,SK,02,,c4b4f1f3-9c67-450b-97f8-170666391e87,2015-05-27
0001000430,BOUDREAU K. AGRI PARTNERS,C,CA,ON,02,,0cc936d4-7d48-4f6d-b796-96b9b80c5f2e,2015-02-01
0001000269,BRENNER FARMS LLC,C,US,NE,02,,e4bc2396-4073-4fd4-ac2a-534ad2c630d0,2012-10-26
0001000316,ASHWORTH AG ENTERPRISES,C,US,ND,02,,c049a98a-e717-4c35-bbe5-d1987496834a,2014-07-24
0001000053,WINTERS AGRI PARTNERS,C,US,MN,02,,d18693e3-527a-495c-b52d-6a123fdfdb10,2014-03-03
0001000032,CASTELLANO FAMILY FARMS INC,C,CA,MB,02,,c7936fbd-6ab8-42a2-9cf4-f3dadfd51a38,2018-12-16
0001000317,DELACROIX FARMS,C,US,KS,02,,9ebf2045-986d-4a58-9b80-e46affa21f1a,2011-06-05
0001000052,STEINER LAND & CATTLE,C,CA,MB,02,,c5cbc3a5-ba1e-4edd-999b-cb7b92cd06d3,2010-06-06
0001000402,THOMPSON GRAIN CO,C,CA,MB,01,,081d1a24-c05e-4162-b788-918575c9fc08,2017-09-30
0001000353,MARSH AGRI PARTNERS,C,BR,RS,02,,3793d546-51a2-4cc2-aebd-c18e70e55d2d,2017-03-17
0001000368,UNDERHILL GRAIN CO,P,US,NE,02,,0284dbc4-569a-4427-9034-a109b7dbeba1,2011-07-02
0001000365,QUANDT ACRES LTD,P,US,MO,02,,ddb93c4b-ea45-4f30-bb5c-e926293f7724,2015-03-20
0001000344,CASTELLANO FARMS,C,BR,RS,02,,d7da715a-e63a-4e95-85bb-b6b053e8911f,2015-04-05
0001000120,DELACROIX LAND & CATTLE,C,US,MN,02,,c7e70e57-63af-4328-a9f4-8f968f119d8f,2009-10-06
0001000357,MCALLISTER FAMILY FARMS INC,P,US,MO,02,,135e49bf-61ce-4732-a77b-883292f070ad,2024-12-17
0001000393,IVERSON LAND & CATTLE,C,CA,ON,01,,333b14e7-3738-41a9-afbd-f756182deba2,2024-09-19
0001000438,JABLONSKI A. AG ENTERPRISES,C,US,IA,02,,cc7fda28-8387-40d3-bcd5-4a4daa9d87b2,2021-12-09
0001000395,BOUDREAU FARMING CO,C,US,IN,01,,91ba29eb-bd61-4fe3-a667-32daa9f284d8,2019-12-05
0001000264,CALLAHAN FARMS LLC,C,US,IA,02,,7969b01e-a2bc-43aa-ae87-a50d6df11c0d,2015-09-06
0001000203,CALLAHAN FAMILY FARMS INC,C,US,OH,02,,3a03d042-9387-4922-a0f4-7bf0197e1b6b,2019-04-12
0001000034,NOVAK ACRES LTD,C,US,MN,02,,7e11818b-806a-4a37-8376-0aed2ae12b5b,2017-10-04
0001000046,QUANDT AGRI PARTNERS,C,US,MN,02,,dab1723f-e51c-4b05-be67-7b4f0aa2e3c9,2021-06-06
0001000064,BRENNER LAND & CATTLE,C,US,SD,02,,2c93594b-7541-4881-9bdb-232b7bc19f41,2021-10-07
0001000175,DIETRICH AG ENTERPRISES,C,US,SD,02,,c3277215-be2a-4f26-af78-d3d02f369fff,2020-08-07
0001000137,DRUMMOND FAMILY FARMS INC,C,US,KS,02,,483e6b85-f78a-4fcf-9210-04a0eb02e433,2012-03-18
0001000228,BERGSTROM FARMS LLC,C,US,MN,02,,30b0ef2d-80b6-432b-9a21-c2a3658d2210,2015-10-12
0001000279,TOLLEFSON FAMILY FARMS INC,C,CA,MB,02,,ed800086-f502-4249-8e9a-d0a826ed24fe,2014-04-22
0001000024,OKAFOR AGRI PARTNERS,C,US,ND,02,,4bdea64c-4643-4ac1-a154-7fba5e4eff7c,2021-03-09
0001000355,STEINER GRAIN CO,P,US,NE,02,,98bf7b67-5f14-45ce-a2e4-750b2ba152b1,2024-02-25
0001000111,XIONG FARMING CO,C,US,OH,02,,b8b6cb7d-f681-422e-8c84-e4ae13fd9112,2008-11-29
0001000214,UNDERHILL ACRES LTD,C,CA,AB,02,,94ccdd13-8985-4dbd-a220-1b28ff002b8e,2018-07-04
0001000428,YANCEY G. AG ENTERPRISES,C,US,IA,02,,75ca3a07-d53a-41f1-8530-0b1c515548c6,2009-02-16
0001000007,ASHWORTH AGRI PARTNERS,C,US,ND,02,,02ac515d-bb03-4ac5-9557-d43d5829e588,2008-12-20
0001000183,BRENNER FARMS,C,US,MN,02,,1eb83bd0-8879-44ac-90fb-a77d410fa9c0,2012-04-23
0001000008,DRUMMOND LAND & CATTLE,C,US,KS,02,,32559dae-f276-454f-a1d3-199a384b9402,2015-02-03
0001000181,GIRARD AGRI PARTNERS,C,CA,ON,02,,e52bdc8d-50a8-44c4-bcf8-ac0f2d8cad0a,2020-12-26
0001000200,PRESCOTT AG ENTERPRISES,C,CA,SK,02,,06bc94c0-1f72-4b25-a972-3ed6bab61c24,2021-09-20
0001000267,PRESCOTT FARMING CO,C,US,NE,02,,bcc15818-7f8d-4586-a1b0-88425e309917,2015-03-31
0001000132,EASTMAN LAND & CATTLE,C,US,ND,02,,367a9749-0334-45b8-b21b-030053766469,2023-08-29
0001000307,HARTLEY FARMING CO,C,US,IL,02,,e02b5cc2-93cd-4744-bb54-f8889599ef5f,2017-01-02
0001000037,NOVAK AGRI PARTNERS,C,US,IN,02,,93ce9c3c-3d85-4b0c-9722-f8dabb37bb3e,2020-11-11
0001000282,KOWALSKI AGRI PARTNERS,C,CA,AB,02,,1b7379f7-7f4b-49af-a3af-af88f014ea67,2017-12-06
0001000325,ASHWORTH & SONS,C,BR,PR,02,,6c13ecb5-730d-461f-8ca9-f63d856e1798,2008-09-09
0001000434,OKAFOR R. FARMS,C,US,SD,03,,a4a4e3c9-bff6-41d3-9803-688f77404980,2016-08-27
0001000367,YODER GRAIN CO,P,US,MN,02,,c13aa800-f663-417e-8ac0-ce1a94fdc8ba,2022-08-10
0001000399,MCALLISTER FARMS LLC,C,CA,MB,01,,2dcc296d-e88c-4179-8a35-f399ca95f12e,2020-05-04
0001000284,XIONG LAND & CATTLE,C,US,MO,02,,1c861082-d083-4c49-b035-76fc764df4f8,2017-02-22
0001000272,HOLLOWAY AGRI PARTNERS,C,CA,SK,02,,19c4fe57-b6db-4451-9934-b67f872cad32,2019-10-06
0001000213,RASMUSSEN LAND & CATTLE,C,US,ND,02,,0952bedf-23c5-4d36-9306-32950ccabf47,2018-09-27
0001000030,PEMBERTON AGRI PARTNERS,C,CA,SK,02,,137d5b1c-51da-40eb-b588-17d3b8c0a56c,2015-10-20
0001000340,CALLAHAN ACRES LTD,C,BR,RS,02,,8f0b7c48-3e8a-4dbb-a718-02c848de4f01,2012-06-27
0001000397,LOCKHART AG ENTERPRISES,C,US,NE,01,,1c4e8aef-097c-4c42-bef0-47e824e17f89,2022-02-09
0001000413,XIONG P. FARMS,C,US,MN,02,X,3769a60b-7716-4bf3-a449-914a1013948e,2011-09-17
0001000246,TOLLEFSON FARMING CO,C,US,IL,02,,42fe8332-b248-4553-8859-1f15314e3657,2022-10-01
0001000426,ASHWORTH H. GRAIN CO,C,US,IA,02,,a813e89f-181b-4b3e-a636-a5d8e251380e,2019-03-29
0001000122,KERRIGAN FARMS LLC,C,US,OH,02,,f04a1496-38fa-461e-97b3-ecad230c28bf,2018-11-10
0001000425,LOCKHART T. FAMILY FARMS INC,C,CA,MB,02,,532d45ba-1f93-4009-b3bd-2b9f4d86b694,2022-05-26
0001000162,MERRIWEATHER FARMS LLC,C,CA,SK,02,,075bedcf-176f-4859-8df2-16150f302a34,2019-08-13
0001000220,VANDERMEER AG ENTERPRISES,C,US,SD,02,,d089ac33-303a-4031-95a8-5c20f6e166d2,2009-10-07
0001000136,NORDIN AG ENTERPRISES,C,CA,SK,02,,695f3b9f-b9f8-42f3-bd12-1e508026d8af,2009-08-13
0001000242,VANDERMEER FARMS LLC,C,US,IL,02,,cd303904-5227-4dcc-823f-dc4be0f59576,2011-11-22
0001000004,HOLLOWAY ACRES LTD,C,US,WI,02,,14e4fa29-646e-4926-b894-738c2bdd7568,2014-04-26
0001000190,IVANOV AG ENTERPRISES,C,US,IN,02,,babfac5a-2355-4bc3-8eac-37e966c3afc7,2008-01-05
0001000063,BRENNER & SONS,C,US,SD,02,,bb0837db-d196-4755-b6b8-38dc14c80bcb,2016-09-15
0001000277,ALBRECHT FAMILY FARMS INC,C,US,ND,02,,773dcff1-8215-4331-a50b-5869a6127abf,2015-02-04
0001000073,WINTERS LAND & CATTLE,C,CA,AB,02,,6a49506e-bee1-4c50-846d-624101fbf956,2016-04-03
0001000163,IVERSON FARMS LLC,C,US,MO,02,,e329e316-df25-4d21-bf5a-8efbd46d534d,2021-09-21
0001000373,STEINER FARMING CO,P,US,OH,02,,1333d5fc-bffa-4185-8056-2b06d14f0da0,2020-04-23
0001000144,THOMPSON ACRES LTD,C,US,MO,02,,d81cc23e-46f6-4c93-97df-25307e376517,2012-08-07
0001000329,XIONG FAMILY FARMS INC,C,BR,MT,02,,e88f4f3c-9e81-450c-920c-a766838886fb,2016-07-28
